URL,Details,Fabric,Sheet
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,France Central (FRC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,France Central (FRC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,France Central (FRC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,France Central (FRC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,France Central (FRC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,France Central (FRC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,France Central (FRC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,France Central (FRC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,France Central (FRC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,France Central (FRC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,France Central (FRC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,France Central (FRC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,France Central (FRC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,France Central (FRC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,France Central (FRC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,France Central (FRC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,France Central (FRC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,France Central (FRC)
aka.ms/latestapplianceservices/francecentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,France Central (FRC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,France Central (FRC)
discoverysrv.frc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,France Central (FRC)
asmsrv.frc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,France Central (FRC)
pod01-srs1.frc.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,France Central (FRC)
asmsrvprodfrcperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,France Central (FRC)
asmsrvprodfrcperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,France Central (FRC)
sfdiscoverysrvprodfrcevhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,France Central (FRC)
discsrvprodfrcdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,France Central (FRC)
azhypervehubns2019-08-19-13-32-56-154.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
azhypervehubns2019-08-19-13-34-39-445.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
azhypervehubns2019-08-19-13-36-24-633.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
HyperVEHubNs2019-08-19-13-32-56-154.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
HyperVEHubNs2019-08-19-13-34-39-445.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
HyperVEHubNs2019-08-19-13-36-24-633.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,France Central (FRC)
azvmwareehubns2019-08-19-13-37-54-870.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
azvmwareehubns2019-08-19-13-39-29-955.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
azvmwareehubns2019-08-19-13-41-06-848.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
VMwareEHubNs2019-08-19-13-37-54-870.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
VMwareEHubNs2019-08-19-13-39-29-955.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
VMwareEHubNs2019-08-19-13-41-06-848.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,France Central (FRC)
ServerEHubNs2019-10-24-12-56-48-236.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
ServerEHubNs2019-10-24-12-58-24-639.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
ServerEHubNs2019-10-24-12-59-57-525.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
azserverehubns2019-10-24-12-56-48-236.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
azserverehubns2019-10-24-12-58-24-639.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
azserverehubns2019-10-24-12-59-57-525.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,France Central (FRC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,India Central (INC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,India Central (INC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,India Central (INC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,India Central (INC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,India Central (INC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,India Central (INC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,India Central (INC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,India Central (INC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,India Central (INC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,India Central (INC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,India Central (INC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,India Central (INC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,India Central (INC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,India Central (INC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India Central (INC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India Central (INC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India Central (INC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India Central (INC)
aka.ms/latestapplianceservices/centralindia,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,India Central (INC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,India Central (INC)
discoverysrv.inc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,India Central (INC)
asmsrv.inc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,India Central (INC)
pod01-srs1.inc.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,India Central (INC)
asmsrvprodincperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,India Central (INC)
asmsrvprodincperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,India Central (INC)
discoverysrvprodincevhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,India Central (INC)
discsrvprodincdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,India Central (INC)
HyperVEHubNs2019-07-08-09-35-42-397.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India Central (INC)
HyperVEHubNs2019-07-08-09-37-21-995.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India Central (INC)
HyperVEHubNs2019-07-08-09-38-53-709.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India Central (INC)
VMwareEHubNs2019-07-08-09-40-30-692.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India Central (INC)
VMwareEHubNs2019-07-08-09-42-03-477.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India Central (INC)
VMwareEHubNs2019-07-08-09-43-37-584.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India Central (INC)
ServerEHubNs2019-10-24-13-41-50-439.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India Central (INC)
ServerEHubNs2019-10-24-13-43-24-726.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India Central (INC)
ServerEHubNs2019-10-24-13-44-58-914.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India Central (INC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,India South (INS)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,India South (INS)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,India South (INS)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,India South (INS)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,India South (INS)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,India South (INS)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,India South (INS)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,India South (INS)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,India South (INS)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,India South (INS)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,India South (INS)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,India South (INS)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,India South (INS)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,India South (INS)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India South (INS)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India South (INS)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India South (INS)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,India South (INS)
aka.ms/latestapplianceservices/southindia,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,India South (INS)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,India South (INS)
discoverysrv.ins.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,India South (INS)
asmsrv.ins.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,India South (INS)
pod01-srs1.ins.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,India South (INS)
asmsrvprodinsperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,India South (INS)
asmsrvprodinsperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,India South (INS)
discoverysrvprodinsevhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,India South (INS)
discsrvprodinsdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,India South (INS)
HyperVEHubNs2019-07-08-09-49-42-004.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India South (INS)
HyperVEHubNs2019-07-08-09-51-13-351.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India South (INS)
HyperVEHubNs2019-07-08-09-53-14-918.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,India South (INS)
VMwareEHubNs2019-07-08-09-54-44-364.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India South (INS)
VMwareEHubNs2019-07-08-09-56-13-221.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India South (INS)
VMwareEHubNs2019-07-08-09-58-13-985.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,India South (INS)
ServerEHubNs2019-10-24-13-54-27-217.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India South (INS)
ServerEHubNs2019-10-24-13-56-00-547.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India South (INS)
ServerEHubNs2019-10-24-13-57-31-302.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,India South (INS)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Japan West (JW)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Japan West (JW)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Japan West (JW)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Japan West (JW)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Japan West (JW)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Japan West (JW)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Japan West (JW)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Japan West (JW)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Japan West (JW)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Japan West (JW)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Japan West (JW)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Japan West (JW)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Japan West (JW)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Japan West (JW)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Japan West (JW)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Japan West (JW)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Japan West (JW)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Japan West (JW)
aka.ms/latestapplianceservices/japanwest,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Japan West (JW)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Japan West (JW)
discoverysrv.jw.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Japan West (JW)
asmsrv.jw.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Japan West (JW)
pod01-srs1.jpw.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Japan West (JW)
asmsrvprodjwperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Japan West (JW)
asmsrvprodjwperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Japan West (JW)
discoverysrvprodjwevhubns.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Japan West (JW)
discsrvprodjwdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Japan West (JW)
HyperVEHubNs2019-07-23-12-37-18-048.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Japan West (JW)
HyperVEHubNs2019-07-23-12-38-59-334.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Japan West (JW)
HyperVEHubNs2019-07-23-12-40-38-320.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Japan West (JW)
VMwareEHubNs2019-07-23-12-42-22-272.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Japan West (JW)
VMwareEHubNs2019-07-23-12-43-57-162.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Japan West (JW)
VMwareEHubNs2019-07-23-12-45-36-385.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Japan West (JW)
ServerEHubNs2019-10-24-14-22-47-139.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Japan West (JW)
ServerEHubNs2019-10-24-14-24-28-669.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Japan West (JW)
ServerEHubNs2019-10-24-14-26-04-522.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Japan West (JW)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Korea Central (KOC)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Korea Central (KOC)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Korea Central (KOC)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Korea Central (KOC)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Korea Central (KOC)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Korea Central (KOC)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Korea Central (KOC)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Korea Central (KOC)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Korea Central (KOC)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Korea Central (KOC)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Korea Central (KOC)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Korea Central (KOC)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Korea Central (KOC)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Korea Central (KOC)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea Central (KOC)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea Central (KOC)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea Central (KOC)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea Central (KOC)
aka.ms/latestapplianceservices/koreacentral,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Korea Central (KOC)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Korea Central (KOC)
discoverysrv.koc.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Korea Central (KOC)
asmsrv.koc.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Korea Central (KOC)
pod01-srs1.krc.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Korea Central (KOC)
asmsrvprodkocperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Korea Central (KOC)
asmsrvprodkocperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Korea Central (KOC)
discoverysrvprodkocvmwevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Korea Central (KOC)
discsrvprodkocsadep1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,Common to all fabrics,Korea Central (KOC)
HyperVEHubNs2019-08-19-13-53-19-479.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea Central (KOC)
HyperVEHubNs2019-08-19-13-55-00-460.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea Central (KOC)
HyperVEHubNs2019-08-19-13-56-35-257.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea Central (KOC)
VMwareEHubNs2019-08-19-13-58-06-618.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea Central (KOC)
VMwareEHubNs2019-08-19-13-59-51-717.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea Central (KOC)
VMwareEHubNs2019-08-19-14-01-37-793.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea Central (KOC)
ServerEHubNs2019-10-23-12-35-07-888.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea Central (KOC)
ServerEHubNs2019-10-23-12-36-45-253.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea Central (KOC)
ServerEHubNs2019-10-23-12-38-19-335.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea Central (KOC)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Korea South (KOS)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Korea South (KOS)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Korea South (KOS)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Korea South (KOS)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Korea South (KOS)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Korea South (KOS)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Korea South (KOS)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Korea South (KOS)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Korea South (KOS)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Korea South (KOS)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Korea South (KOS)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Korea South (KOS)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Korea South (KOS)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Korea South (KOS)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea South (KOS)
hypervehubns2019-03-28-05-32-57-815.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea South (KOS)
vmwareehubns2018-11-22-14-42-52-696.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea South (KOS)
serverehubns1.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Korea South (KOS)
aka.ms/latestapplianceservices/koreasouth,This URL redirects to the json mentioning the latest versions of appliance components for the region.,Common to all fabrics,Korea South (KOS)
aka.ms/latestapplianceservices,This is the fallback URL that  redirects to the json mentioning the latest versions of appliance components for all regions.,Common to all fabrics,Korea South (KOS)
discoverysrv.kos.prod.migration.windowsazure.com,Discovery service URL,Common to all fabrics,Korea South (KOS)
asmsrv.kos.prod.migration.windowsazure.com,Assessment service URL,Common to all fabrics,Korea South (KOS)
pod01-srs1.krs.hypervrecoverymanager.windowsazure.com,Migration Service URL,Common to all fabrics,Korea South (KOS)
asmsrvprodkosperfpubsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Korea South (KOS)
asmsrvprodkosperfsa1.blob.core.windows.net,Storage account used by Assessment service to store performance data,Common to all fabrics,Korea South (KOS)
discoverysrvprodkosvmwevhb.servicebus.windows.net,Eventhub for sending the Dependency Mapping data to Azure.,Common to all fabrics,Korea South (KOS)
discsrvprodkosdepsa1.blob.core.windows.net,Storage account for sending the Dependency Mapping data to Azure.,,Korea South (KOS)
HyperVEHubNs2019-08-19-14-15-35-448.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea South (KOS)
HyperVEHubNs2019-08-19-14-18-38-723.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea South (KOS)
HyperVEHubNs2019-08-19-14-21-11-049.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Hyper-V,Korea South (KOS)
VMwareEHubNs2019-08-19-14-22-45-469.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea South (KOS)
VMwareEHubNs2019-08-19-14-24-43-006.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea South (KOS)
VMwareEHubNs2019-08-19-14-26-16-897.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,VMWare,Korea South (KOS)
ServerEHubNs2019-10-23-13-38-05-251.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea South (KOS)
ServerEHubNs2019-10-23-13-39-53-790.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea South (KOS)
ServerEHubNs2019-10-23-13-41-32-458.servicebus.windows.net,Eventhub for sending the performance data for assessment to Azure.,Physical,Korea South (KOS)
aadcdn.msftauth.net,This is required in the workflow for authentication to azure,Common to all fabrics,Norway East (NOE)
login.windows.net,This is required in the workflow for authentication to azure,Common to all fabrics,Norway East (NOE)
login.microsoftonline.com,This is required in the workflow for authentication to azure,Common to all fabrics,Norway East (NOE)
www.office.com,This is required in the workflow for authentication to azure (legacy redirect),Common to all fabrics,Norway East (NOE)
m365.cloud.microsoft,This is required in the workflow for authentication to azure (redirection),Common to all fabrics,Norway East (NOE)
download.microsoft.com,This is required to download the latest versions of the various componentss of the Migrate appliance.,Common to all fabrics,Norway East (NOE)
portal.azure.com,This is required for access to the Azure portal,Common to all fabrics,Norway East (NOE)
management.azure.com,This is required for managing various ARM resources in Azure.,Common to all fabrics,Norway East (NOE)
graph.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Norway East (NOE)
developer.microsoft.com,This is required for managing the AAD app for the appliance.,Common to all fabrics,Norway East (NOE)
dc.services.visualstudio.com,Required for logging,Common to all fabrics,Norway East (NOE)
rt.services.visualstudio.com,Required for logging,Common to all fabrics,Norway East (NOE)
server.events.data.microsoft.com,Required for logging,Common to all fabrics,Norway East (NOE)
eu-mobile.events.data.microsoft.com,Required for logging,Common to all fabrics,Norway East (NOE)
hypervehubns2018-11-22-14-28-46-222.servicebus.windows.net,This is an additional check to validate the connectivity from the appliance to the EventHubs service in Azure.,Common to all fabrics,Norway East (NOE)
